instancia,metodo,tiempo,tamaño,costo,tipo_memoria,iteraciones,T
50,BL-Tabu,2311.52,50,371,ciclos,1000,1000
50,BL-Tabu,2311.91,50,339,ciclos,1000,1000
50,BL-Tabu,2319.46,50,347,ciclos,1000,1000
50,BL-Tabu,2337.74,50,291,ciclos,1000,1000
50,BL-Tabu,2359.86,50,369,ciclos,1000,1000
50,BL-Tabu,2268.79,50,390,ciclos,1000,1000
50,BL-Tabu,2325.84,50,355,ciclos,1000,1000
50,BL-Tabu,2351.29,50,396,ciclos,1000,1000
50,BL-Tabu,2306.54,50,310,ciclos,1000,1000
50,BL-Tabu,2342.42,50,368,ciclos,1000,1000
50,BL-Tabu,2340.01,50,338,ciclos,1000,1000
50,BL-Tabu,2377.89,50,383,ciclos,1000,1000
50,BL-Tabu,2354.28,50,347,ciclos,1000,1000
50,BL-Tabu,2335.28,50,327,ciclos,1000,1000
50,BL-Tabu,2350.55,50,323,ciclos,1000,1000
50,BL-Tabu,2382.48,50,367,ciclos,1000,1000
50,BL-Tabu,2409.43,50,385,ciclos,1000,1000
50,BL-Tabu,2333.11,50,389,ciclos,1000,1000
50,BL-Tabu,2380.03,50,366,ciclos,1000,1000
50,BL-Tabu,2321.51,50,349,ciclos,1000,1000
50,BL-Tabu,2342.53,50,308,ciclos,1000,1000
50,BL-Tabu,2383.05,50,387,ciclos,1000,1000
50,BL-Tabu,2408.34,50,370,ciclos,1000,1000
50,BL-Tabu,2290.36,50,323,ciclos,1000,1000
50,BL-Tabu,2422.83,50,317,ciclos,1000,1000
50,BL-Tabu,2280.49,50,338,ciclos,1000,1000
50,BL-Tabu,2359.71,50,239,ciclos,1000,1000
50,BL-Tabu,2298.2,50,333,ciclos,1000,1000
50,BL-Tabu,2319.5,50,271,ciclos,1000,1000
50,BL-Tabu,2301.78,50,314,ciclos,1000,1000
50,BL-Tabu,2343.24,50,331,ciclos,1000,1000
50,BL-Tabu,2298.68,50,367,ciclos,1000,1000
50,BL-Tabu,2352.69,50,367,ciclos,1000,1000
